Ragione Sociale;Tipo Organizzazione;Partita Iva O CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Descrizione O Brand;Sito;Forma Giuridica;Anno Costituzione;Settore;Attivita;Legale Cognome;Legale Nome;Legale Email;Legale Telefono;Data Convenzione;Scadenza Convenzione;Numero Protocollo
STUDIO LEGALE PELUCCHI GHEZZI;AZIENDA;02458330962;VIA ITALIA 46;MONZA;20900;MB;ITALIA;;segreteria@pelucchighezzi.com;;;;;;;;;PELUCCHI;ALESSANDRO;segreteria@studiopelucchighezzi.com;039321969;;;
STUDIO LEGALE SPARPAGLIONE;STUDIO ASSOCIATO;10170600968;VIA PODGORA 4;MILANO;20100;MI;ITALIA;3403734712;stefano@sparpaglione.it;69.10.10;Attività degli studi legali;;;;;Legale/Notarile;;SPARPAGLIONE;STEFANO;;;06-11-2021;05-11-2022;4085/U del 08/11/2021
STUDIO LONGONI;AZIENDA;LNGPLA62R09F704Y;VIA MODIGLIANI,11 - MONZA;MONZA;20900;MB;ITALIA;039-360167;info@studio;;;;;;;;;;;;;;;
STUDIO M.M.G. COMMERCIALISTI ASSOCIATI;LIBERO PROFESSIONISTA;04746420969;VIA ITALIA 39;MONZA;20900;MB;ITALIA;039.2312390;segreteria@studio-mmg.it;69.20.11;Servizi forniti da dottori commercialisti;;;;;Servizi avanzati alle imprese;;GILETTO;ELENA;;;24-05-2018;23-05-2019;2834/b4c
STUDIO MARCO CAPROTTI;AZIENDA;00123390965;VIA S.ROCCO,29;MONZA;20900;MB;ITALIA;039-2148361;info@studiocaprotti.com;;;;;;;Servizi avanzati alle imprese;;CAPROTTI;MARCO;;392.148361;;;
STUDIO MICCOLI & BENEGGI;AZIENDA;07285310962;VIA G. DE TINTORI,2 -;BIASSONO;20853;MB;ITALIA;039.491800;s.miccoli@studiomiccolibeneggi.com;69.20.12;Servizi forniti da ragionieri e periti commerciali;;;;;Servizi avanzati alle imprese;;;;;;;;
STUDIO OSTEOPATICO;AZIENDA;09200840966;VIA ITALIA 23;VEDANO AL LAMBRO;20854;MB;ITALIA;373 7944691;mo.ma.osteopatia2016@gmail.com;;;;;;;Sanità e altri servizi sociali;;MAGNI;DAVIDE;;;10-06-2018;09-06-2019;3052/b4c
STUDIO PATRIZIA RIVA;AZIENDA;05349300961;VIA F. CARONNI, 10;MONZA;20900;MB;ITALIA;039-32-32-95; info@studio-riva.com;;;;;;;Servizi avanzati alle imprese;;RIVA;PATRIZIA;;;;;
STUDIO PEGASO;AZIENDA;04062660966;VIA GIACOMO TOSI,4 - MONZA;MONZA;20900;MB;ITALIA;039-5962506;posta1086@uniqagroup.it;;;;;;;;;;;;;;;
STUDIO PETRILLI E SELLERI SRL;AZIENDA;;VIA LULLI,6;MONZA;20900;MB;ITALIA;039 322121;info@studiopetrilli.com;;;;;;;Servizi avanzati alle imprese;;PETRILLI;GRAZIELLA;;;;;
STUDIO PIROLA;LIBERO PROFESSIONISTA;00462560962;VIA ALESSANDRO MANZONI 35;LESMO;20855;MB;ITALIA;;pirola@studiopirola.it;692012;STUDIO PROFESSIONALE;;;;;;;PIROLA;MODESTO;;;;;
STUDIO PROFESSIONALE RAGG. MONGUZZI E MAGGIONI;AZIENDA;00803130962;VIA MANZONI, 10- VIMERCATE;VIMERCATE;20871;MB;ITALIA;039-666960;maggioni@studiomonguzziemaggioni.it;;;;;;;Servizi avanzati alle imprese;;CARLA MAGGIONI;;;;;;
STUDIO RADAELLI;AZIENDA;04328850963;VIA MATTEOTTI 1;BERNAREGGIO;20881;MB;ITALIA;039.5251450;geom.dario.radaelli@tiscali.it;;;;;;;Servizi avanzati alle imprese;;RADAELLI;DARIO;;339.1512598;;;
STUDIO RAG.UMBERTO LAROVERE;AZIENDA;LRVMRT66E04F205C;VIA ANCO MARZIO,4;MILANO;20100;MI;ITALIA;024989174;info@larovere.it;;;;;;;Servizi avanzati alle imprese;;LAROVERE;UMBERTO;info@larovere.it;024989174;;;
STUDIO SERINF DI PIERLUIGI GALBIATI E C.SAS;AZIENDA;2090050960;VIA MATTEOTTI 19;VILLASANTA;20852;MB;ITALIA;39.304.291;albertogalbiati@studioserinf.it;;;;;;;;631111;GALBIATI;PIERLUIGI;;;;;
STUDIO STOMATOLOGICO DOTT.ANDREONI;AZIENDA;06416990965;VIA MILANO,19;VIMERCATE;20871;MB;ITALIA;;info@drandreoni.it;;;;;;;;;ANDREONI;DARIO;info@drandreoni.it;;;;
STUDIO TECNICO ASSOCIATO DI INGEGNERIA E ARCHITETTURA MB PROGETTI;AZIENDA;05329330962;VIA TOSI 3;MONZA;20900;MB;ITALIA;039.830829;derosa@mbprogetti.com;;;;;;;Servizi avanzati alle imprese;;DE ROSA;FRANCESCO;ingderosa@libero.it;;;;
STUDIO TECNICO GEOMETRA BELLONE;AZIENDA;07430520960;VIA SOLFERINO 24;LISSONE;20851;MB;ITALIA;3207065498;;;;;;;;Servizi avanzati alle imprese;;BELLONE;ROSARIO;;;;;
STUDIO TECNICO POLITI;LIBERO PROFESSIONISTA;00446240962;VIA PACE 23;CARNATE;20866;MB;ITALIA;;;71.12.30;Attività tecniche svolte da geometri;;;;;Studio tecnico;;POLITI;UBALDO;studiopoliti@tin.it;039 226 0 581;08-02-2018;07-02-2019;767/b4c
STUDIO TECNICO STRAFACE;LIBERO PROFESSIONISTA;2755690969;VIA GILERA,24;ARCORE;20043;MI;ITALIA;;strafacegiovanni1@gmail.com;;;;;;;;;STRAFACE;GIOVANNI;;3396182547;10-01-2018;10-01-2019;6718/B4C
STUDIO TRIBUTARIO MAINENTI;AZIENDA;03733690659;VIA SPREAFICO, 3;MONZA;20900;MB;ITALIA;;p.mainenti@studiomainenti.net;;;;;;;;;MAINENTI;PASQUALE;;;;;
STUDIO V S.A.S. DI I. VERGANI & C.;AZIENDA;;VIA SAN PAOLO 14;AGRATE BRIANZA;20864;MB;ITALIA;039 6020995;studio.vergani@italylandia.it;;;;;;;Servizi avanzati alle imprese;;VERGANI;IVANA;studio.vergani@italylandia.it;;;;
STUDIO VALLONE;AZIENDA;03539610166;VIA GASLINI;MONZA;20900;MB;ITALIA;039 388398;vallone@studiocdlvallone.it;;;;;;;Agenzia del lavoro;CONSULENTE LAVORO;;;;;22-09-2018;21-09-2019;4617/BIC_2018
STUDIO VERALDI;AZIENDA;05094380960;VIA GEROLAMO, GALSINI - MONZA;MONZA;20900;MB;ITALIA;039-2841488;studioragveraldi@libero.it;;;;;;;Servizi avanzati alle imprese;;VERALDI RAG. SALVATORE;;;;;;
STUDIO VERARDI;AZIENDA;;;;;;;;;;;;;;;;;;;;;;;
STUDIOS MANAGEMENT SRL;AZIENDA;06474810964;PIAZZA FIRENZE 12;MILANO;20154;MI;ITALIA;0236521604;info@hotelstudiosmilan.com;55.10.0;Alberghi;;;;;Alberghi e ristoranti;;CORTI;GUIDO;;;08-06-2018;07-06-2019;3057/b4c
SUDIO LEGALE ASSOCIATO GRIECO ZALAMENA;LIBERO PROFESSIONISTA;05843880963;VIA MISSORI 14;MONZA;20900;MB;ITALIA;0392300973;;;;;;;;;;GRIECO;FRANCO;;;20-09-2018;;4538/B1C
SUNNY TIME SNC DI MARIANI M. E LUSITANI R.;AZIENDA;2867530962;VIA DON MINZONI 33 - 20864 AGRATE BZA MB;AGRATE BRIANZA;20864;MB;ITALIA;o396892381;monica@sunnytime.it;;;;;SSNC;;Agenzia Viaggi;AGV;LUSITANI;ROBERTO;;;;;
SUNSET SRL;AZIENDA;01052130968;VIA GIACOMO MATTEOTTI, 2;ARCORE;20862;MB;ITALIA;039 617259; info@borgoleccohotel.it;55.10;Alberghi e strutture simili;;;;;Alberghi e ristoranti;;CESARE;LORINI;;;08-06-2021;08-06-2022;2039/U
SUNSET SRL - COPIA ERRATA;AZIENDA;10101111111;VIA MATTEOTTI, 2;ARCORE;20043;MI;ITALIA;039 6012058;roberta.frediani@borgoleccohotel.it;;;;;;;Alberghi e ristoranti;HOTEL;LORINI;CESARE;roberta.frediani@borgoleccohotel.it;039 6012058;;;
SYSTEMAIR SRL;AZIENDA;07642690965;VIA XXV APRILE 29;BARLASSINA;20825;MB;ITALIA;362680273;MADDALENA.CORBETTA@SYSTEMAIR.IT;28.25;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;;;;;;;DE TOMASI;GIANMARCO;;;12-10-2021;12-10-2022;3588/U del 15/10/21
T. CESANA & P. FUMAGALLI ARCHITETTI ASSOCIATI;LIBERO PROFESSIONISTA;02732360967;VIA A. LOCATELLI 13; Biassono;20853;Monza e Brianza;ITALIA;348 7449656;paolo@cesanafumagalli.it;;;71.11;;;;Studio tecnico;;FUMAGALLI;PAOLO;paolo@cesanafumagalli.it;;;;
TALENTI S.R.L. (BEST WESTERN PLUS HOTEL MONZA E BRIANZA PALACE);AZIENDA;06425790968;VIALE BRIANZA 160/166;CINISELLO BALSAMO;20092;MI;ITALIA;02 6602111;monzaebrianza.mi@bestwestern.it;;;;;;;Alberghi e ristoranti;;ZAMBONELLI;GIOVANNI;;;;;
TARAMELLI SRL;AZIENDA;03125550164;VIA BARCO BIAGI N° 95;TERNO D'ISOLA;24030;BG;ITALIA;0354944146   3486111262;;;;41.2;;;;Altre attività imprenditoriali;;GAMBIRASIO;STEFANIA;;;;;
TATUUS RACING SPA;AZIENDA;05375600961;VIA PASSERINI, 2;MONZA;20900;MB;ITALIA;039 6040828;agostino.rovelli@tatuus.it;29.1;FABBRICAZIONE DI AUTOVEICOLI;;;;;Fabbricazione mezzi di trasporto;;SANDONÀ;ARTICO;;;;;
TEAM86;ASSOCIAZIONE;0909930968;VIA VILLA,1;VILLASANTA;20852;MB;ITALIA;;;;;;;;;Istruzione / educazione minori;;LOCATI;MAURIZIO;; 3385399513;;;
TECNOPROGET SRL;AZIENDA;08021740967;VIA GASLINI,1;MONZA;20900;MB;ITALIA;039833142;ufficiotecnico@tecnoproget-monza.it;;;;;;;Costruzioni;;DANESE;FRANCO;;;02-02-2018;02-02-2019;6728/B4C
TEKNEMA S.R.L.;AZIENDA;02611890969;VIA PETRARCA,2;VILLASANTA;20852;MB;ITALIA;3484461034;monica.cintura@teknema.it;;;;;;;Altre attività imprenditoriali;riparazione PC - televisori - stampanti;Cantoni;Luciano Federico;;0392341445;;;
TEKNEMA S.R.L.;AZIENDA;02611890969;VIA PETRARCA,2;VILLASANTA;20852;MB;ITALIA;3484461034;monica.cintura@teknema.it;;;;;;;Altre attività imprenditoriali;riparazione PC - televisori - stampanti;Cantoni;Luciano Federico;;0392341445;;;
TEKNEMA S.R.L.;AZIENDA;02611890969;VIA PETRARCA,2;VILLASANTA;20852;MB;ITALIA;3484461034;monica.cintura@teknema.it;;;;;;;Altre attività imprenditoriali;riparazione PC - televisori - stampanti;Cantoni;Luciano Federico;;0392341445;;;
TEKNEMA S.R.L.;AZIENDA;02611890969;VIA PETRARCA,2;VILLASANTA;20852;MB;ITALIA;3484461034;monica.cintura@teknema.it;;;;;;;Altre attività imprenditoriali;riparazione PC - televisori - stampanti;Cantoni;Luciano Federico;;0392341445;;;
TEKNOPROGETTI ENGINEERING SRL;AZIENDA;03946390964;VIA XXV APRILE N. 24/A;VIMERCATE;20871;MB;ITALIA;;info@teknoprogettisrl.it;71.12.1;Attività degli studi di ingegneria;;;;;;;SALMOIRAGHI;ANTONIO;;;28-03-2019;28-03-2020;2156/B4C
TEMAR S.R.L.;AZIENDA;11896180152;VIA DELL'OLMO 66;BIASSONO;20853;MB;ITALIA;039-2494256;FIAMMA.PUCCI@TEMARSRL.IT;;;;;;;Altre attività imprenditoriali;;;;;;;;
TENNIS CLUB VILLASANTA ASD;AZIENDA;05000550961;VIA MAMELI 8;VILLASANTA;20852;MB;ITALIA;039302300;segreteriatcvillasanta@gmail.com;93.19.10;Enti e organizzazioni sportive, promozione di eventi sportivi;;http://www.tcvillasanta.it/;;;;;PALEARI;ENRICO;segreteriatcvillasanta@gmail.com;039302300;08-06-2021;12-06-2022;2050 u
TERMOSTAMPI SRL;AZIENDA;03985960156;VIA BRUNO BUOZZI, 4;CERNUSCO SUL NAVIGLIO;20063;MI;ITALIA;02/92106570;romeo.varisco@termostampi.it;25.73.20;Fabbricazione di stampi, portastampi, sagome, forme per macchine;;;;;;;VARISCO;ROMEO;;;06-06-2018;05-06-2019;3231/b4c
TETRA SRL;AZIENDA;02635960418;VIALE DEL TURISMO 7;CATTOLICA;47841;RN;ITALIA;3209188687-0721963748;aragosta@mlhotelcattolica.com;55.10.00;Alberghi;;;S.R.L.;;Alberghi e ristoranti;TURISMO;UGUCCIONE;MATTEO;info@aragostahotel.com;0541963748;10-06-2021;10-06-2022;2076
THERMOTRADE SRL;AZIENDA;08978540964;VIA MONZA 128;GESSATE;20060;MI;ITALIA;0295784269;CHEODARCI@THERMOTRADE.IT;28.49.09;Fabbricazione di altre macchine utensili (incluse parti e accessori) nca;;;;;;;CHEODARCI;SERENA;CHEODARCI@THERMOTRADE.IT;3934800617;11-06-2021;11-06-2022;2089
THYSSENKRUPP UHDE CHLORINE ENGINEERS (ITALIA) SRL;AZIENDA;13338030151;VIA BISTOLFI 35, MILANO;MILANO;20100;MI;ITALIA;0221292136;alessia.rinforzi@thyssenkrupp.com;;;;;;;;;ZIMMERMANN;ALBERT;;0221291;11-01-2018;10-01-2019;927/B4C
TILLMANNS SPA;AZIENDA;00754750157;VIA BENIGNO CRESPI, 10A;MILANO;20159;MI;ITALIA;02 6940331;PiccininiCristiana@tillmanns.it;46.75.02;Commercio all'ingrosso di prodotti chimici per l'industria;;;;;;;FAVA;RENZO;;;19-03-2019;19-03-2020;1956/B4C
TINTORIA NUOVA GREGORINI SRL;AZIENDA;00895110963;VIA MONTE GRAPPA, 99;CONCOREZZO;20863;MB;ITALIA;039 6040157;;96.01.2;Altre lavanderie, tintorie;;;;;;;GREGORINI;DANILO;;;25-05-2018;24-05-2019;2927/b4c
TITALIA SPA;AZIENDA;02332230966;VIA NINIO BIXIO, 1- MONZA;MONZA;20900;MB;ITALIA;039-882759;tatiana.riboldi@titalia.it;;;;;;;Produzione metallo;;RIBOLDI;TATIANA;;;;;
TL CONSULTING SRL;AZIENDA;06715040967;PIAZZA ITALIA 13;BIASSONO;20853;MB;ITALIA;3382734488;A.ZIVERI@STUDIOZIVERI.NET;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi;;;;;;;ZIVERI;ANDREA MICHELE MARIA;A.ZIVERI@STUDIOZIVERI.NET;3382734488;03-06-2021;03-06-2022;1962/U
TOWNHOUSE.IT;AZIENDA;08047640969;VIA C. GOLDONI, 33;MILANO;20100;MI;ITALIA;02/49528914;t.sasso@townhousegalleria.com;55.10;Alberghi;;;;;Alberghi e ristoranti;;BORSATO;ORNELLA;;;29-11-2017;28-11-2019;519/b4c
TOWNHOUSE.IT;AZIENDA;08047640969;VIA C. GOLDONI, 33;MILANO;20100;MI;ITALIA;02/49528914;t.sasso@townhousegalleria.com;55.10;Alberghi;;;;;Alberghi e ristoranti;;BORSATO;ORNELLA;;;29-11-2017;28-11-2019;519/b4c
TOWNHOUSE.IT;AZIENDA;08047640969;VIA C. GOLDONI, 33;MILANO;20100;MI;ITALIA;02/49528914;t.sasso@townhousegalleria.com;55.10;Alberghi;;;;;Alberghi e ristoranti;;BORSATO;ORNELLA;;;29-11-2017;28-11-2019;519/b4c
TOWNHOUSE.IT;AZIENDA;08047640969;VIA C. GOLDONI, 33;MILANO;20100;MI;ITALIA;02/49528914;t.sasso@townhousegalleria.com;55.10;Alberghi;;;;;Alberghi e ristoranti;;BORSATO;ORNELLA;;;29-11-2017;28-11-2019;519/b4c
TRATTORIA ACIUGHETA;AZIENDA;11352961004;CAMPO SANTI FILIPPO E GIACOMO, 4357;VENEZIA;30122;VE;ITALIA;041.5224292;info@aciugheta.com;;;;http://www.aciugheta.com;;;Alberghi e ristoranti;;;;;;;;
TRESOLDI&CASIRAGHI SRL;AZIENDA;00768660151;VIA CLEMENTE ALBERTI, 41;CARUGATE;20061;MI;ITALIA;02.9253650;v.tresoldi@tresoldicasiraghi.com;;;;;;;;IMPIANTI DI MEDIE DIMENSIONI;TRESOLDI;VITTORIO;;;29-01-2018;28-01-2019;551/b4c
TRIBUNALE DI MONZA;ENTE PUBBLICO;06263200963;PIAZZA GARIBALDI - MONZA;MONZA;20900;MB;ITALIA;039-2372107;elenafosca.ferraro@giustizia.it;;;;;;;;;AIRÒ;NATALINO;;0393904906;;;
TROPICAL DREAM DI ELENA SAGGIN;AZIENDA;07967170965;VIA ITALIA, 12;GORGONZOLA;20064;MI;ITALIA;029514610;info@tropicaldream.it;79.1;ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR;;;;;Agenzia Viaggi;;SAGGIN;ELENA;;;21-01-2019;21-01-2020;528/b4c
TUTTO PER IL CANE DI SERGIO ZANNI;AZIENDA;00977220151;RASORI 2;MILANO;20145;MI;ITALIA;0248005555;diegozanni79@gmail.com;96.09.04;Servizi di cura degli animali da compagnia (esclusi i servizi veterinari);;;;;Agricoltura/silvicoltura;;ZANNI;SERGIO;diegozanni79@gmail.com;;27-11-2018;27-11-2019;6530/b4c
U.N.S.I.C. CAF MONZA BRIANZA;ASSOCIAZIONE;;;;;;ITALIA;;;;;;;;;Altri servizi pubblici, sociali e personali;;;;;;;;
U.S. FOLGORE CARATESE;SPORT E RICREAZIONE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;;;;;Sport;SOCIETÀ SPORTIVA RICONOSCIUTA DAL CONI;BORGONOVO;GIORGIO;;;25-09-2018;24-09-2019;4669/B4C
U.S. FOLGORE CARATESE;SPORT E RICREAZIONE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;;;;;Sport;SOCIETÀ SPORTIVA RICONOSCIUTA DAL CONI;BORGONOVO;GIORGIO;;;25-09-2018;24-09-2019;4669/B4C
U.S. FOLGORE CARATESE;SPORT E RICREAZIONE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;;;;;Sport;SOCIETÀ SPORTIVA RICONOSCIUTA DAL CONI;BORGONOVO;GIORGIO;;;25-09-2018;24-09-2019;4669/B4C
U.S. FOLGORE CARATESE;SPORT E RICREAZIONE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;;;;;Sport;SOCIETÀ SPORTIVA RICONOSCIUTA DAL CONI;BORGONOVO;GIORGIO;;;25-09-2018;24-09-2019;4669/B4C
U.S. FOLGORE CARATESE;SPORT E RICREAZIONE;00986430965;VIA XXV APRILE,13;CARATE BRIANZA;20048;MI;ITALIA;0362/993397;segreteria@folgorecaratese.it;93.12.00;Attività di club sportivi;;;;;Sport;SOCIETÀ SPORTIVA RICONOSCIUTA DAL CONI;BORGONOVO;GIORGIO;;;25-09-2018;24-09-2019;4669/B4C
UNIONE GIOVANI DOTTORI COMMERCIALISTI ED ESPERTI CONTABILI DI MONZA E BRIANZA;AZIENDA;02552430965;VIA V. EMANUELE II, 26;MONZA;20900;MB;ITALIA;;f.aliprandi@aliprandicolombogalante.com;69.20.11;Servizi forniti da dottori commercialisti;;;;;;;ALIPRANDI;FABIO;;;16-11-2021;16-11-2022;18-11-2021
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ CATTOLICA DEL SACRO CUORE;UNIVERSITÀ;02133120150;LARGO GEMELLI, 1;MILANO;20100;MI;ITALIA;;progetto.scuola@unicatt.it;85.42.00;Istruzione universitaria e post-universitaria; accademie e conservatori;;;;;Istruzione;;GATTI;MARIO CESARE;;;;;
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;AZIENDA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;www.uninsubria.it;;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019;6934/b4c
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;AZIENDA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;www.uninsubria.it;;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019;6934/b4c
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;AZIENDA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;www.uninsubria.it;;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019;6934/b4c
UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;AZIENDA;02481820120;VIA VALLEGGIO,11;Como;22100;Como;ITALIA;;orientamento.eco@uninsubria.it;;;;www.uninsubria.it;;;;;COEN PORISINI;ALBERTO;;;10-12-2018;10-12-2019;6934/b4c
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
UNIVERSITÀ DEGLI STUDI DI FIRENZE;UNIVERSITÀ;01279680480;PIAZZA SAN MARCO, 4;Firenze;50121;FI;ITALIA;055 2756444;orientamento@adm.unifi.it;;;;www.unifi.it;;;Pubblica Amministrazione;;PETRUCCI;ALESSANDRA;;;;;
