partita_iva;ragione_sociale;tutor_referente_azienda;sede_comune;sede_provincia;telefono;email;settore
08978540964;THERMOTRADE SRL;;GESSATE;MI;0295784269;CHEODARCI@THERMOTRADE.IT;
13338030151;THYSSENKRUPP UHDE CHLORINE ENGINEERS (ITALIA) SRL;;MILANO;MI;0221292136;alessia.rinforzi@thyssenkrupp.com;
00754750157;TILLMANNS SPA;;MILANO;MI;02 6940331;PiccininiCristiana@tillmanns.it;
00895110963;TINTORIA NUOVA GREGORINI SRL;;CONCOREZZO;MB;039 6040157;;
02332230966;TITALIA SPA;;MONZA;MB;039-882759;tatiana.riboldi@titalia.it;Produzione metallo
06715040967;TL CONSULTING SRL;;BIASSONO;MB;3382734488;A.ZIVERI@STUDIOZIVERI.NET;
08047640969;TOWNHOUSE.IT;;MILANO;MI;02/49528914;t.sasso@townhousegalleria.com;Alberghi e ristoranti
11352961004;TRATTORIA ACIUGHETA;;VENEZIA;VE;041.5224292;info@aciugheta.com;Alberghi e ristoranti
00768660151;TRESOLDI&CASIRAGHI SRL;;CARUGATE;MI;02.9253650;v.tresoldi@tresoldicasiraghi.com;
06263200963;TRIBUNALE DI MONZA;;MONZA;MB;039-2372107;elenafosca.ferraro@giustizia.it;
07967170965;TROPICAL DREAM DI ELENA SAGGIN;;GORGONZOLA;MI;029514610;info@tropicaldream.it;Agenzia Viaggi
00977220151;TUTTO PER IL CANE DI SERGIO ZANNI;;MILANO;MI;0248005555;diegozanni79@gmail.com;Agricoltura/silvicoltura
00986430965;U.S. FOLGORE CARATESE;;CARATE BRIANZA;MI;0362/993397;segreteria@folgorecaratese.it;Sport
02552430965;UNIONE GIOVANI DOTTORI COMMERCIALISTI ED ESPERTI CONTABILI DI MONZA E BRIANZA;;MONZA;MB;;f.aliprandi@aliprandicolombogalante.com;
02133120150;UNIVERSITÀ CATTOLICA DEL SACRO CUORE;;MILANO;MI;;progetto.scuola@unicatt.it;
02481820120;UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;;Como;Como;;orientamento.eco@uninsubria.it;
01279680480;UNIVERSITÀ DEGLI STUDI DI FIRENZE;;Firenze;FI;055 2756444;orientamento@adm.unifi.it;Pubblica Amministrazione
03064870151;UNIVERSITÀ DEGLI STUDI DI MILANO;;MILANO;MI; 0250312145;info@unimi.it;
12621570154;UNIVERSITÀ DEGLI STUDI DI MILANO-BICOCCA;;Milano;MI; 0264481;stage@unimib.it;Istruzione
00427620364;UNIVERSITÀ DEGLI STUDI DI MODENA E REGGIO EMILIA;;MODENA;MO;;;Istruzione
11395050963;VA.S.S. SAS DI LAVENEZIANA VALENTINA&C.;;BRUGHERIO;MB;     3331743922 (CELLULARE DELLA TITOLARE);vass.srls@virgilio.it;
02257010021;VALUE CREAMON DI ANDREA DAMA SPITITO;;BIELLA;BI;339 1521926;andreadama72@gmail.com;Servizi avanzati alle imprese
2276970965;VERZOLLA SAS;;MONZA;MB;03921661;amministrazione@verzolla.com;Prodotti chimici/fibre sintetiche e artificiali
07920730962;VETERINARI ASSOCIATI DOTT. VATTA EDMONDO ZUCCHETTI PAOLO;;MONZA;MB;039 2101011;;
06555960159;VIAGGI PENTAGONO SRL;;MILANO;MI;;;Servizi avanzati alle imprese
05806850482;VIE EN. RO. SE. INGEGNERIA SRL;;FIRENZE;FI;0554379140;raffaella.bellomini@vienrose.it;Servizi avanzati alle imprese
4066850407;VIENNA MARE SAS;;CATTOLICA;RN;0541/953004;ufficiovienna@gmail.com;Alberghi e ristoranti
05169010963;VIM VERDE GARDEN;;VIMERCATE;MB;039608140;vimverde@vimverde.com;
08985360968;VIMASS SRL;;VIMERCATE;MB;0396084021;Vimercate1@agealianz.it;
05752940964;VIOLA SNC DI FRANGI S. &PALAZZARI I.;;ARCORE;MB;396013783;info@violaeventi.com;Agricoltura/silvicoltura
03418510719;VIVAI ALBA VERDE DI DI DONATO EMILIO;;SAN SEVERO;FG;329/0688301;albaverdegroup@gmail.com;Agricoltura/silvicoltura
22222111111;VIVERE & VIAGGIARE BRUGHERIO;;BRUGHERIO;MI;392871687;brugherio.manin@vivereeviaggiare.it;Agenzia Viaggi
08404800966;VIVI KART SRL;;MILANO;MI;039 627481;info@vivikart.it;
03755850967;VOGLIA DI VIAGGIARE;;PESSANO CON BORNAGO;MI;0295749300;monica@vogliadiviaggiare.com;
13137360155;VOLLEY MILANO SRL;;MILANO;MI;0392311113;info@volleymilano.it;
06606330964;WALL STREET MONZA BRIANZA SRL;;MONZA;MB;0392847179;servicemonza@wallstreet.it;Altre attività imprenditoriali
02233700968;WEST AIRCON SRL;;Villasanta;MB;;;
11030880154;WORLD SERVICE INFORMATION SAS;;MILANO;MI;;monica.lamanna@worldservicesas.it;
07798100967;XENIA SRL - HOTEL SPORTING BRUGHERIO;;BRUGHERIO;MB;0392876131;info@hotelsportingbrugherio.com;Alberghi e ristoranti
It0232730223;XINET BIKE ENGINEERING SRL;;BUSNAGO;MB;039 9050477;alfredo@fullspeedahead.com;
08846960964;YAMAHA;;LESMO;MB;345-5275439;gianna.cereda@yamaha-motor.it;Fabbricazione mezzi di trasporto
01779450491;YOU AND DESTINATION SRLS;;ARCORE;MB;0395788067;agenzia.arcore@youanddestination.it;Agenzia Viaggi
It00714930245;ZAMBON COMPANY SPA;;BRESSO;MI;02 665241;luca.primavera@zambongroup.com;Chimico
